HOST_ID,HOST_NAME,HOST_SINCE,IS_SUPERHOST,RESPONSE_RATE,CREATED_AT,UPDATED_AT,AVG_HOST_RATING
37,Tina Garcia,2021-03-04,false,70,2021-03-04 02:00:00,2024-01-21 00:00:00,4.55
38,Randy Smith,2020-04-18,false,88,2020-04-18 17:00:00,2024-04-18 00:00:00,4.68
39,Evelyn Jones,2017-10-26,false,90,2017-10-26 22:00:00,2024-03-30 00:00:00,4.29
40,Henry Müller,2015-01-09,false,80,2015-01-09 05:00:00,2024-03-08 00:00:00,4.61
41,Mia Brown,2021-04-28,true,93,2021-04-28 13:00:00,2024-03-29 00:00:00,4.94
42,Isabella Ryan,2016-03-18,false,72,2016-03-18 10:00:00,2024-04-18 00:00:00,4.71
43,Henry Williams,2019-10-29,false,87,2019-10-29 15:00:00,2024-03-16 00:00:00,4.91
44,Randy Richards,2020-02-14,false,86,2020-02-14 01:00:00,2024-03-08 00:00:00,3.64
45,Henry Silva,2022-09-01,true,100,2022-09-01 08:00:00,2024-01-17 00:00:00,4.95
46,Mia Turner,2017-03-29,false,95,2017-03-29 08:00:00,2024-03-13 00:00:00,4.04
47,Isabella Nkomo,2020-01-21,true,91,2020-01-21 08:00:00,2024-07-06 00:00:00,4.9
48,Ava Dubois,2019-04-07,true,96,2019-04-07 22:00:00,2024-06-11 00:00:00,4.87
49,Evelyn Singh,2022-05-26,false,86,2022-05-26 20:00:00,2024-03-29 00:00:00,4.98
50,James Nkomo,2021-08-16,false,71,2021-08-16 13:00:00,2024-05-17 00:00:00,4.7
51,Isabella Abbe,2019-09-03,false,79,2019-09-03 08:00:00,2024-04-24 00:00:00,3.1
52,Charlotte Brown,2022-06-30,false,75,2022-06-30 16:00:00,2024-07-15 00:00:00,4.04
53,Elijah Jackson,2019-01-23,false,77,2019-01-23 11:00:00,2024-05-29 00:00:00,3.15
54,Liam Silva,2015-10-01,false,94,2015-10-01 19:00:00,2024-07-19 00:00:00,4.13
55,Benjamin Ryan,2020-07-14,true,97,2020-07-14 11:00:00,2024-05-24 00:00:00,4.92
56,Sophia Soto,2022-06-23,false,81,2022-06-23 22:00:00,2024-04-09 00:00:00,3.57
57,Kyle Nkomo,2016-09-18,false,100,2016-09-18 12:00:00,2024-04-07 00:00:00,4.59
58,Evelyn Ivanov,2020-08-14,false,95,2020-08-14 18:00:00,2024-06-05 00:00:00,4.61
59,Olivia Brown,2021-08-20,false,71,2021-08-20 09:00:00,2024-02-05 00:00:00,4.63
60,Benjamin Brown,2018-07-10,false,84,2018-07-10 11:00:00,2024-07-05 00:00:00,4.68
61,Elijah Richards,2019-08-22,false,88,2019-08-22 04:00:00,2024-05-10 00:00:00,4.97
62,Isabella Garcia,2020-02-01,true,100,2020-02-01 17:00:00,2024-03-04 00:00:00,4.97
63,Ava Abbe,2017-06-18,false,94,2017-06-18 22:00:00,2024-07-09 00:00:00,4.19
64,Harper O'Connor,2016-07-18,false,95,2016-07-18 07:00:00,2024-03-24 00:00:00,4.67
65,Oliver Garcia,2018-02-27,false,90,2018-02-27 08:00:00,2024-05-09 00:00:00,4.73
66,Alexander Williams,2020-02-18,false,78,2020-02-18 06:00:00,2024-03-09 00:00:00,4.79
67,Randy Smith,2018-07-13,false,93,2018-07-13 02:00:00,2024-06-01 00:00:00,4.55
68,Noah Williams,2022-10-07,false,94,2022-10-08 00:00:00,2024-06-11 00:00:00,3.98
69,William Smith,2022-12-15,false,73,2022-12-15 22:00:00,2024-04-25 00:00:00,4.95
70,Isabella Silva,2018-11-24,false,100,2018-11-24 15:00:00,2024-03-05 00:00:00,3.03
71,Liam Tanaka,2020-02-21,false,96,2020-02-21 23:00:00,2024-05-14 00:00:00,3.94
72,Elijah Wilson,2015-12-14,false,70,2015-12-14 22:00:00,2024-02-10 00:00:00,4.97
73,Amelia Garcia,2019-04-23,false,95,2019-04-23 23:00:00,2024-04-23 00:00:00,4.51
74,Benjamin Walsh,2016-03-26,false,100,2016-03-26 02:00:00,2024-03-14 00:00:00,4.32
75,Ava Ryan,2020-11-29,false,99,2020-11-29 06:00:00,2024-05-24 00:00:00,4.02
76,Alexander Jones,2018-11-21,false,94,2018-11-21 06:00:00,2024-02-15 00:00:00,4.12
77,Lucas Singh,2021-01-04,false,83,2021-01-04 23:00:00,2024-05-02 00:00:00,4.24
78,Emma Walsh,2019-12-23,false,79,2019-12-23 14:00:00,2024-03-23 00:00:00,4.6
79,Isabella Murphy,2019-09-13,true,97,2019-09-13 07:00:00,2024-03-07 00:00:00,4.84
80,Ava Smith,2021-02-19,false,73,2021-02-19 14:00:00,2024-06-12 00:00:00,4.67
81,Noah O'Connor,2021-01-22,false,87,2021-01-22 05:00:00,2024-04-04 00:00:00,4.39
82,Randy Soto,2017-11-13,false,87,2017-11-13 23:00:00,2024-05-07 00:00:00,4.27
83,Harper Ivanov,2017-04-05,false,74,2017-04-05 20:00:00,2024-01-07 00:00:00,4.98
84,Sophia Walsh,2015-11-13,false,94,2015-11-13 07:00:00,2024-01-12 00:00:00,4.54
85,Charlotte Abbe,2021-06-20,false,82,2021-06-20 17:00:00,2024-02-23 00:00:00,4.85
86,Evelyn Abbe,2018-09-19,false,85,2018-09-19 02:00:00,2024-06-04 00:00:00,4.98
87,Evelyn Richards,2021-08-25,false,79,2021-08-26 00:00:00,2024-05-29 00:00:00,4.31
88,Henry Smith,2015-11-28,false,75,2015-11-28 14:00:00,2024-04-06 00:00:00,3.85
89,Isabella Singh,2019-02-19,false,77,2019-02-19 05:00:00,2024-03-19 00:00:00,4.31
90,Nuri Müller,2022-11-02,false,96,2022-11-02 06:00:00,2024-05-09 00:00:00,4.59
91,Amelia Williams,2017-10-03,false,71,2017-10-03 09:00:00,2024-03-14 00:00:00,4.97
92,Harper Turner,2019-04-21,false,92,2019-04-21 05:00:00,2024-04-05 00:00:00,4.17
93,Lucas Smith,2021-06-27,false,100,2021-06-27 10:00:00,2024-03-14 00:00:00,3.83
94,Harper Tanaka,2016-03-09,false,88,2016-03-09 06:00:00,2024-05-05 00:00:00,4.62
95,Noah Smith,2021-08-28,false,96,2021-08-28 04:00:00,2024-04-16 00:00:00,4.05
96,Olivia Walsh,2016-06-15,false,86,2016-06-15 05:00:00,2024-04-18 00:00:00,4.88
97,Harper Murphy,2020-06-25,true,92,2020-06-25 23:00:00,2024-04-02 00:00:00,4.8
98,Evelyn Müller,2022-02-03,false,94,2022-02-03 05:00:00,2024-05-13 00:00:00,4.65
99,Ava Jones,2016-04-21,false,85,2016-04-22 00:00:00,2024-03-29 00:00:00,4.63
100,Nuri Ryan,2017-02-08,false,74,2017-02-08 23:00:00,2024-03-11 00:00:00,4.74
101,Amelia Turner,2019-01-19,false,70,2019-01-19 22:00:00,2024-02-20 00:00:00,4.74
102,Liam Tanaka,2021-05-04,false,79,2021-05-04 02:00:00,2024-02-07 00:00:00,3.82
103,Ava Murphy,2022-01-15,false,75,2022-01-15 23:00:00,2024-07-05 00:00:00,4.72
104,Elijah Soto,2019-04-07,false,72,2019-04-07 13:00:00,2024-06-08 00:00:00,4.99
105,Nuri Williams,2021-09-06,false,78,2021-09-06 22:00:00,2024-06-13 00:00:00,3.66
106,Henry Wilson,2019-07-19,false,94,2019-07-19 16:00:00,2024-04-14 00:00:00,4.79
107,Nuri Dubois,2016-07-31,true,95,2016-07-31 21:00:00,2024-05-14 00:00:00,4.87
108,Elijah Richards,2015-03-20,false,78,2015-03-20 13:00:00,2024-06-21 00:00:00,4.02
109,William Murphy,2019-11-22,false,77,2019-11-22 14:00:00,2024-07-15 00:00:00,4.79
110,William Walsh,2022-06-10,false,76,2022-06-10 02:00:00,2024-06-11 00:00:00,4.72
111,Harper Tanaka,2016-05-15,false,87,2016-05-15 12:00:00,2024-03-07 00:00:00,4.6
112,James Brown,2022-04-21,false,92,2022-04-21 13:00:00,2024-01-03 00:00:00,4.71
113,Lucas Jones,2017-09-04,false,95,2017-09-04 19:00:00,2024-03-30 00:00:00,3.37
114,Elijah Singh,2021-07-24,false,85,2021-07-24 22:00:00,2024-03-01 00:00:00,3.92
115,Isabella Williams,2016-05-30,false,77,2016-05-30 12:00:00,2024-04-21 00:00:00,4.36
116,Harper Jones,2015-10-10,false,77,2015-10-10 03:00:00,2024-03-14 00:00:00,4.37
117,Mia Singh,2020-11-22,false,80,2020-11-22 06:00:00,2024-06-22 00:00:00,4.05
118,Isabella Wilson,2015-02-17,false,70,2015-02-17 01:00:00,2024-03-06 00:00:00,4.72
119,Nuri Smith,2015-04-14,false,93,2015-04-14 08:00:00,2024-04-28 00:00:00,3.93
120,Harper Brown,2018-08-20,false,88,2018-08-20 05:00:00,2024-04-15 00:00:00,4.63
121,Noah Soto,2015-05-11,false,92,2015-05-11 14:00:00,2024-05-05 00:00:00,3.8
122,Evelyn Kamau,2021-04-19,false,95,2021-04-19 22:00:00,2024-01-09 00:00:00,4.44
123,Olivia Jackson,2020-04-23,false,83,2020-04-23 10:00:00,2024-06-12 00:00:00,4.62
124,Liam Jones,2019-04-29,false,82,2019-04-29 15:00:00,2024-02-24 00:00:00,4.67
125,Randy Jones,2022-01-01,false,86,2022-01-01 10:00:00,2024-04-28 00:00:00,4.79
126,James Brown,2020-04-17,false,89,2020-04-17 15:00:00,2024-06-01 00:00:00,4.63
127,James Walsh,2020-03-30,false,90,2020-03-30 21:00:00,2024-02-28 00:00:00,3.85
128,Oliver Williams,2016-04-19,false,98,2016-04-19 06:00:00,2024-02-20 00:00:00,3.86
129,William Ivanov,2017-09-08,false,85,2017-09-08 16:00:00,2024-04-22 00:00:00,4.6
130,Liam Ryan,2022-04-18,false,80,2022-04-18 06:00:00,2024-02-25 00:00:00,4.72
131,Henry Turner,2015-07-31,false,76,2015-07-31 15:00:00,2024-06-06 00:00:00,4.64
132,Amelia Brown,2021-06-08,false,81,2021-06-08 13:00:00,2024-07-03 00:00:00,4.71
133,Randy Jones,2022-05-11,false,88,2022-05-11 06:00:00,2024-06-18 00:00:00,4.79
134,Tina Silva,2020-10-01,true,96,2020-10-01 08:00:00,2024-02-03 00:00:00,4.86
135,Amelia Abbe,2015-12-17,false,97,2015-12-17 04:00:00,2024-05-13 00:00:00,3.2
136,Evelyn Garcia,2015-09-20,false,99,2015-09-20 11:00:00,2024-07-12 00:00:00,4.61
137,Emma Soto,2021-12-12,false,71,2021-12-12 16:00:00,2024-05-29 00:00:00,4.95
138,Mia Wilson,2017-08-19,false,81,2017-08-19 10:00:00,2024-03-01 00:00:00,4.44
139,Kyle Nkomo,2022-07-28,false,87,2022-07-28 23:00:00,2024-03-19 00:00:00,4.59
140,Alexander Walsh,2016-02-02,false,73,2016-02-02 12:00:00,2024-05-19 00:00:00,3.21
141,Amelia Wilson,2019-10-22,false,70,2019-10-23 00:00:00,2024-02-20 00:00:00,3.11
142,Mia Tanaka,2020-02-13,false,77,2020-02-13 02:00:00,2024-06-12 00:00:00,4.71
143,Mia Richards,2020-06-20,false,87,2020-06-20 23:00:00,2024-04-13 00:00:00,4.57
144,Nuri Nkomo,2018-05-10,false,86,2018-05-10 09:00:00,2024-01-27 00:00:00,4.7
145,James Tanaka,2021-07-12,false,83,2021-07-13 00:00:00,2024-05-17 00:00:00,4.82
146,Elijah Walsh,2022-10-16,true,90,2022-10-16 01:00:00,2024-01-17 00:00:00,4.87
147,Charlotte Garcia,2016-04-12,false,98,2016-04-12 14:00:00,2024-03-30 00:00:00,3.98
148,Sophia Abbe,2016-02-06,false,79,2016-02-06 07:00:00,2024-01-10 00:00:00,4.81
149,Kyle Turner,2022-08-18,false,72,2022-08-18 07:00:00,2024-02-26 00:00:00,4.97
150,Tina Tanaka,2015-07-02,false,100,2015-07-03 00:00:00,2024-06-19 00:00:00,4.64
151,Ava Williams,2022-07-18,false,88,2022-07-18 20:00:00,2024-02-12 00:00:00,3.51
152,Benjamin Jones,2019-07-06,false,89,2019-07-07 00:00:00,2024-04-06 00:00:00,4.68
153,Benjamin Soto,2017-08-25,false,77,2017-08-25 13:00:00,2024-02-28 00:00:00,4.53
154,Olivia Garcia,2015-09-28,false,72,2015-09-28 16:00:00,2024-07-15 00:00:00,4.99
155,Alexander Müller,2017-09-14,false,92,2017-09-14 23:00:00,2024-02-19 00:00:00,3.72
156,Mia Richards,2017-08-16,false,70,2017-08-16 19:00:00,2024-03-14 00:00:00,4.83
157,Henry Silva,2019-01-19,false,71,2019-01-19 16:00:00,2024-01-03 00:00:00,4.37
158,Evelyn Müller,2017-07-10,false,71,2017-07-10 17:00:00,2024-02-22 00:00:00,4.2
159,Elijah Garcia,2022-06-19,false,74,2022-06-19 17:00:00,2024-02-09 00:00:00,4.6
160,Alexander Abbe,2017-10-06,false,82,2017-10-06 03:00:00,2024-06-21 00:00:00,4.26
161,Emma Jackson,2021-08-13,true,99,2021-08-13 15:00:00,2024-04-11 00:00:00,4.82
162,Mia Müller,2018-02-26,false,74,2018-02-26 05:00:00,2024-05-21 00:00:00,4.17
163,Elijah Brown,2019-11-02,false,98,2019-11-02 07:00:00,2024-07-12 00:00:00,4.15
164,James Wilson,2019-11-01,false,85,2019-11-01 11:00:00,2024-06-22 00:00:00,4.69
165,Liam Turner,2022-06-07,false,77,2022-06-07 11:00:00,2024-06-18 00:00:00,4.51
166,James Ryan,2022-07-12,false,92,2022-07-12 05:00:00,2024-02-23 00:00:00,4.3
167,Oliver Silva,2017-05-31,false,71,2017-05-31 08:00:00,2024-03-20 00:00:00,4.68
168,Mia Nkomo,2018-01-07,false,79,2018-01-07 22:00:00,2024-05-06 00:00:00,4.76
169,Elijah Ryan,2017-07-16,true,95,2017-07-16 19:00:00,2024-03-12 00:00:00,4.8
170,James Murphy,2019-04-27,true,95,2019-04-27 03:00:00,2024-03-27 00:00:00,4.89
171,Emma Murphy,2020-08-04,false,92,2020-08-04 12:00:00,2024-01-30 00:00:00,4.23
172,Kyle Dubois,2019-01-31,false,77,2019-01-31 12:00:00,2024-06-20 00:00:00,4.65
173,William Silva,2015-08-13,false,78,2015-08-13 08:00:00,2024-04-04 00:00:00,4.69
174,Kyle Singh,2018-06-17,false,86,2018-06-17 12:00:00,2024-02-02 00:00:00,4.96
175,Randy Singh,2018-07-30,false,78,2018-07-30 09:00:00,2024-02-02 00:00:00,4.19
176,Benjamin Turner,2016-01-02,false,84,2016-01-02 06:00:00,2024-01-22 00:00:00,4.62
177,Henry Ivanov,2021-01-04,false,74,2021-01-04 07:00:00,2024-06-19 00:00:00,4.33
178,Isabella Dubois,2022-07-29,false,88,2022-07-29 20:00:00,2024-06-13 00:00:00,4.78
179,Henry Singh,2020-08-20,false,90,2020-08-20 07:00:00,2024-04-15 00:00:00,3.06
180,Liam Ryan,2016-05-15,false,73,2016-05-15 11:00:00,2024-06-26 00:00:00,4.78
181,James Ivanov,2016-02-27,true,94,2016-02-27 21:00:00,2024-07-04 00:00:00,4.97
182,James Garcia,2021-10-16,false,99,2021-10-16 18:00:00,2024-05-20 00:00:00,4.5
183,Nuri Brown,2022-08-26,false,90,2022-08-26 17:00:00,2024-03-03 00:00:00,3.19
184,Mia Ryan,2020-04-04,false,80,2020-04-04 01:00:00,2024-03-10 00:00:00,4.12
185,William O'Connor,2018-05-08,false,86,2018-05-08 21:00:00,2024-02-14 00:00:00,4.53
186,Oliver O'Connor,2017-04-13,false,85,2017-04-13 08:00:00,2024-01-19 00:00:00,4.21
187,Nuri Silva,2017-12-18,false,92,2017-12-18 05:00:00,2024-02-13 00:00:00,3.9
188,Oliver Wilson,2016-08-26,true,99,2016-08-26 16:00:00,2024-03-14 00:00:00,4.95
189,Amelia Wilson,2022-06-27,true,90,2022-06-27 10:00:00,2024-03-08 00:00:00,4.97
190,Lucas Silva,2021-12-29,false,74,2021-12-29 19:00:00,2024-02-25 00:00:00,4.87
191,Sophia Nkomo,2018-02-06,false,78,2018-02-06 03:00:00,2024-04-10 00:00:00,4.82
192,Amelia Ivanov,2016-07-30,false,97,2016-07-30 05:00:00,2024-01-30 00:00:00,4.47
193,Olivia Jones,2015-04-16,false,75,2015-04-16 21:00:00,2024-05-05 00:00:00,3.15
194,Ava Tanaka,2015-03-18,false,89,2015-03-18 16:00:00,2024-06-02 00:00:00,4.39
195,Sophia Jackson,2016-04-05,false,76,2016-04-05 12:00:00,2024-04-11 00:00:00,4.86
196,Amelia Wilson,2020-08-29,false,87,2020-08-29 06:00:00,2024-01-06 00:00:00,4.63
197,Henry Jackson,2019-06-14,false,92,2019-06-14 04:00:00,2024-07-12 00:00:00,4.47
198,Randy Ryan,2020-08-12,false,76,2020-08-12 10:00:00,2024-05-30 00:00:00,4.43
199,Benjamin Soto,2018-02-27,false,99,2018-02-27 19:00:00,2024-02-19 00:00:00,3.99
200,Isabella Singh,2019-07-23,false,72,2019-07-23 07:00:00,2024-03-11 00:00:00,4.35
201,Tina Smith,2020-09-25,false,89,2020-09-25 10:00:00,2024-03-18 00:00:00,4.05
202,Emma Kamau,2020-10-25,false,75,2020-10-25 18:00:00,2024-03-27 00:00:00,4.87
203,Olivia Soto,2021-07-17,false,87,2021-07-17 16:00:00,2024-03-29 00:00:00,4.69
204,Oliver Ivanov,2022-09-19,false,83,2022-09-19 15:00:00,2024-07-03 00:00:00,3.84
205,James Silva,2019-02-28,false,95,2019-02-28 16:00:00,2024-05-08 00:00:00,4.45
206,Harper Soto,2018-07-25,false,77,2018-07-25 12:00:00,2024-02-03 00:00:00,4.88
207,Liam Nkomo,2021-04-02,false,70,2021-04-02 10:00:00,2024-06-06 00:00:00,4.85
208,Lucas Garcia,2018-02-10,false,87,2018-02-10 17:00:00,2024-02-10 00:00:00,4.22
209,Elijah Williams,2022-04-08,false,85,2022-04-08 07:00:00,2024-04-26 00:00:00,4.98
210,Ava Walsh,2020-08-26,true,92,2020-08-26 10:00:00,2024-04-28 00:00:00,4.96
211,Kyle Wilson,2020-12-14,false,88,2020-12-14 21:00:00,2024-06-01 00:00:00,4.62
212,Nuri Brown,2020-03-31,false,91,2020-03-31 17:00:00,2024-04-05 00:00:00,4.11
213,Olivia Smith,2020-11-27,false,85,2020-11-27 01:00:00,2024-06-19 00:00:00,4.39
214,Ava Williams,2018-09-27,true,91,2018-09-27 23:00:00,2024-02-21 00:00:00,4.95
215,William Tanaka,2017-01-13,false,88,2017-01-13 05:00:00,2024-05-29 00:00:00,4.26
216,Emma Singh,2021-01-30,false,84,2021-01-30 19:00:00,2024-05-07 00:00:00,4.9
217,Isabella Abbe,2017-03-20,false,78,2017-03-20 03:00:00,2024-02-24 00:00:00,4.52
218,Ava Jackson,2017-09-26,false,98,2017-09-26 13:00:00,2024-03-23 00:00:00,3.92
219,Harper Dubois,2021-02-28,false,100,2021-02-28 03:00:00,2024-04-26 00:00:00,4.19
220,Charlotte Smith,2021-11-17,false,76,2021-11-17 13:00:00,2024-05-30 00:00:00,4.31
221,Oliver Williams,2020-08-29,false,73,2020-08-29 08:00:00,2024-05-27 00:00:00,3.99
222,Isabella Walsh,2021-08-30,false,91,2021-08-30 10:00:00,2024-06-14 00:00:00,4.77
223,Benjamin Smith,2021-10-17,false,97,2021-10-17 12:00:00,2024-04-09 00:00:00,4.78
224,Liam Walsh,2021-07-28,false,70,2021-07-28 17:00:00,2024-07-01 00:00:00,4.79
225,Mia Dubois,2018-07-05,false,76,2018-07-05 02:00:00,2024-02-06 00:00:00,4.72
226,Benjamin Dubois,2017-08-30,false,94,2017-08-30 17:00:00,2024-02-12 00:00:00,4.58
227,Evelyn Ivanov,2021-07-15,false,74,2021-07-15 06:00:00,2024-07-10 00:00:00,3.57
228,Lucas Walsh,2016-08-06,false,77,2016-08-06 16:00:00,2024-01-06 00:00:00,4.76
229,James Nkomo,2017-08-09,false,79,2017-08-09 04:00:00,2024-07-15 00:00:00,4.09
230,Mia Jones,2020-02-14,false,86,2020-02-14 15:00:00,2024-01-16 00:00:00,3.85
231,William Singh,2018-04-10,false,90,2018-04-10 13:00:00,2024-02-01 00:00:00,4.04
232,Alexander Silva,2015-02-14,true,94,2015-02-14 13:00:00,2024-03-11 00:00:00,4.82
233,Henry Jackson,2017-05-19,false,88,2017-05-19 02:00:00,2024-04-14 00:00:00,4.77
234,Benjamin Dubois,2015-02-21,false,70,2015-02-21 18:00:00,2024-04-13 00:00:00,4.51
235,Benjamin Kamau,2017-10-01,false,89,2017-10-01 06:00:00,2024-03-29 00:00:00,4.91
236,Charlotte Soto,2016-06-04,false,88,2016-06-04 13:00:00,2024-06-30 00:00:00,4.27
237,Henry Smith,2022-07-26,false,87,2022-07-26 01:00:00,2024-01-21 00:00:00,4.81
238,Randy Smith,2020-12-15,true,100,2020-12-15 17:00:00,2024-01-17 00:00:00,4.9
239,Amelia Garcia,2015-10-21,false,89,2015-10-21 05:00:00,2024-06-08 00:00:00,4.16
240,Mia Murphy,2015-12-31,false,97,2015-12-31 02:00:00,2024-04-22 00:00:00,4.73
241,Lucas Smith,2022-03-23,false,70,2022-03-23 05:00:00,2024-03-01 00:00:00,3.41
242,Charlotte Soto,2021-07-17,false,99,2021-07-17 11:00:00,2024-03-18 00:00:00,3.1
243,Oliver Jones,2016-09-18,false,77,2016-09-18 05:00:00,2024-02-12 00:00:00,3.15
244,Emma Singh,2019-05-15,false,91,2019-05-15 02:00:00,2024-04-09 00:00:00,4.53
245,Randy Jones,2016-07-21,false,80,2016-07-21 22:00:00,2024-05-08 00:00:00,4.81
246,Noah Müller,2016-08-01,false,70,2016-08-01 16:00:00,2024-04-08 00:00:00,3.36
247,Nuri Dubois,2015-09-19,true,94,2015-09-19 03:00:00,2024-06-24 00:00:00,4.84
248,Randy Müller,2015-03-04,false,73,2015-03-04 18:00:00,2024-02-10 00:00:00,3.24
249,Sophia Soto,2020-01-05,false,76,2020-01-05 12:00:00,2024-01-26 00:00:00,3.15
250,Tina Soto,2020-04-08,false,71,2020-04-08 01:00:00,2024-05-03 00:00:00,4.39
251,Isabella Jones,2019-02-26,false,82,2019-02-26 19:00:00,2024-04-16 00:00:00,4.58
252,Ava Richards,2020-01-16,false,79,2020-01-16 06:00:00,2024-04-28 00:00:00,4.75
253,Ava Silva,2021-11-19,false,83,2021-11-19 08:00:00,2024-05-11 00:00:00,4.48
254,Alexander Williams,2021-05-25,false,75,2021-05-25 21:00:00,2024-04-09 00:00:00,4.56
255,Ava Kamau,2019-10-25,false,87,2019-10-25 17:00:00,2024-05-21 00:00:00,4.63
256,Oliver Ivanov,2018-08-14,false,71,2018-08-14 13:00:00,2024-05-28 00:00:00,4.8
257,Henry Richards,2016-07-16,false,86,2016-07-16 05:00:00,2024-01-22 00:00:00,3.62
258,William Singh,2021-03-16,false,74,2021-03-16 06:00:00,2024-02-22 00:00:00,4.11
259,Benjamin Jackson,2019-08-02,false,71,2019-08-02 07:00:00,2024-02-13 00:00:00,4.74
260,Nuri Garcia,2018-05-23,false,79,2018-05-23 16:00:00,2024-02-06 00:00:00,4.86
261,Kyle O'Connor,2016-04-13,false,96,2016-04-13 15:00:00,2024-05-02 00:00:00,4.14
262,Benjamin Dubois,2022-05-20,false,97,2022-05-21 00:00:00,2024-07-08 00:00:00,3.53
263,Benjamin O'Connor,2018-04-07,false,82,2018-04-07 17:00:00,2024-06-03 00:00:00,4.66
264,Charlotte Jones,2019-09-06,true,95,2019-09-06 15:00:00,2024-06-22 00:00:00,4.87
265,Evelyn Ivanov,2018-04-24,false,80,2018-04-24 01:00:00,2024-07-09 00:00:00,3.91
266,Noah Jackson,2016-11-19,false,92,2016-11-19 04:00:00,2024-05-05 00:00:00,4.22
267,Oliver Singh,2018-12-15,false,81,2018-12-15 21:00:00,2024-01-28 00:00:00,3.8
268,William Soto,2021-10-18,false,86,2021-10-18 06:00:00,2024-05-06 00:00:00,4.3
269,Emma Silva,2018-01-27,true,100,2018-01-27 05:00:00,2024-02-19 00:00:00,4.9
270,Sophia Jackson,2018-08-13,false,89,2018-08-13 03:00:00,2024-02-26 00:00:00,4.78
271,Henry Garcia,2018-03-30,false,88,2018-03-30 01:00:00,2024-07-10 00:00:00,4.34
