HOST_ID,HOST_NAME,HOST_SINCE,HOST_LOCATION,IS_SUPERHOST,RESPONSE_RATE,CREATED_AT,UPDATED_AT,AVG_HOST_RATING
41,Emma Richards,2017-05-24,Jamaica,false,72,2017-05-24 14:00:00,2025-03-04,4.45
42,Alexander Smith,2020-12-07,Argentina,false,72,2020-12-07 16:00:00,2025-02-16,3.44
43,Charlotte Silva,2018-02-27,Fiji,false,74,2018-02-27 17:00:00,2024-01-13,3.98
44,Alexander Williams,2015-08-24,Chile,false,89,2015-08-24 10:00:00,2024-08-10,3.34
45,Alexander Wilson,2017-03-30,Brazil,false,96,2017-03-30 02:00:00,2024-12-14,3.31
46,Mia Jones,2016-09-18,France,false,85,2016-09-18 17:00:00,2024-04-12,3.72
47,Kyle Turner,2017-05-29,Mexico,false,98,2017-05-29 03:00:00,2025-06-25,3.79
48,Emma Williams,2022-06-02,Chile,false,72,2022-06-02 12:00:00,2024-08-28,3.03
49,Amelia Abbe,2019-03-03,South Africa,false,71,2019-03-03 12:00:00,2024-01-23,4.69
50,Evelyn Silva,2017-11-17,South Africa,false,77,2017-11-17 06:00:00,2025-02-04,4.96
51,Mia Tanaka,2021-01-15,Ireland,true,95,2021-01-15 05:00:00,2024-06-20,4.88
52,William Ryan,2020-06-23,South Korea,false,97,2020-06-23 07:00:00,2024-07-06,3.48
53,James Soto,2022-10-12,Argentina,false,72,2022-10-12 20:00:00,2024-02-01,4.05
54,Olivia Dubois,2020-08-30,Canada,true,97,2020-08-30 20:00:00,2025-01-25,5.0
55,Isabella Soto,2019-07-27,Poland,false,79,2019-07-27 16:00:00,2025-07-21,3.35
56,Randy Jackson,2020-09-06,Fiji,false,80,2020-09-06 02:00:00,2024-04-20,3.5
57,Alexander Jackson,2018-09-22,Singapore,false,87,2018-09-22 02:00:00,2025-01-03,4.64
58,Elijah O'Connor,2022-03-12,South Korea,false,87,2022-03-12 11:00:00,2024-02-02,4.67
59,Elijah Smith,2022-06-23,South Africa,false,77,2022-06-23 09:00:00,2025-03-10,4.76
60,Evelyn Jackson,2016-05-09,France,false,84,2016-05-09 21:00:00,2024-09-27,4.63
61,Harper Walsh,2021-11-27,Peru,false,91,2021-11-27 15:00:00,2024-02-07,4.13
62,Nuri Richards,2015-12-01,Poland,false,94,2015-12-01 17:00:00,2025-06-19,4.52
63,Benjamin Garcia,2015-07-29,United Kingdom,false,96,2015-07-29 21:00:00,2025-06-06,3.33
64,Randy Kamau,2017-02-24,Germany,false,92,2017-02-24 23:00:00,2025-02-24,3.23
65,Emma Walsh,2021-07-04,Argentina,false,74,2021-07-04 05:00:00,2025-04-30,3.91
66,William Brown,2020-04-10,Zambia,false,76,2020-04-10 05:00:00,2024-02-01,3.82
67,William Jackson,2020-10-22,Australia,false,94,2020-10-22 19:00:00,2024-11-07,4.26
68,Ava Soto,2021-03-30,Brazil,false,91,2021-03-30 23:00:00,2025-06-05,4.87
69,Lucas Tanaka,2021-11-18,India,false,96,2021-11-18 17:00:00,2025-02-05,4.3
70,Nuri Soto,2018-08-19,Fiji,false,93,2018-08-19 11:00:00,2025-07-11,4.28
71,Amelia Walsh,2018-04-18,Ireland,false,73,2018-04-18 11:00:00,2024-11-22,4.94
72,Ava O'Connor,2018-07-28,Fiji,false,89,2018-07-28 12:00:00,2025-03-01,3.56
73,Alexander Soto,2017-03-10,South Korea,false,70,2017-03-10 18:00:00,2024-05-08,3.44
74,Alexander O'Connor,2020-09-08,Australia,false,86,2020-09-08 16:00:00,2025-04-13,3.36
75,Oliver Murphy,2020-03-23,Thailand,false,72,2020-03-23 10:00:00,2024-05-28,3.95
76,Tina Abbe,2017-04-29,New Zealand,false,77,2017-04-29 10:00:00,2025-04-14,3.89
77,Isabella Garcia,2018-03-17,New Zealand,false,85,2018-03-18 00:00:00,2024-10-19,3.16
78,Isabella Ryan,2018-10-17,Fiji,false,70,2018-10-17 08:00:00,2024-08-05,4.15
79,Sophia Wilson,2018-05-21,Fiji,false,94,2018-05-21 01:00:00,2024-01-26,3.55
80,Noah Jackson,2016-03-12,Spain,false,94,2016-03-12 17:00:00,2025-02-28,3.44
81,Charlotte Ivanov,2022-07-05,Morocco,false,85,2022-07-05 02:00:00,2024-05-05,3.93
82,Ava Jackson,2022-05-19,Brazil,false,86,2022-05-19 13:00:00,2025-04-16,4.05
83,Liam Murphy,2018-11-03,Spain,false,97,2018-11-03 13:00:00,2025-08-19,4.57
84,Lucas Jackson,2021-02-10,Jamaica,false,72,2021-02-10 02:00:00,2024-02-22,3.82
85,Charlotte Williams,2016-10-13,Chile,false,100,2016-10-13 06:00:00,2024-09-13,3.18
86,Mia Brown,2019-10-11,Australia,false,80,2019-10-11 04:00:00,2025-05-19,3.85
87,Tina Abbe,2020-07-04,Jamaica,false,95,2020-07-04 05:00:00,2024-05-31,4.37
88,James Silva,2018-06-11,United Kingdom,false,77,2018-06-11 01:00:00,2024-11-28,4.71
89,Noah Silva,2022-02-19,Singapore,false,93,2022-02-19 11:00:00,2025-06-06,4.69
90,Noah Abbe,2016-02-05,Italy,false,95,2016-02-05 22:00:00,2025-06-06,3.72
91,Randy Silva,2015-03-27,United Kingdom,false,90,2015-03-27 14:00:00,2025-02-09,4.68
92,Alexander Ryan,2016-04-15,Egypt,false,72,2016-04-15 12:00:00,2025-05-25,3.85
93,Charlotte Smith,2015-03-10,Peru,false,79,2015-03-10 07:00:00,2024-08-26,4.43
94,Emma Soto,2015-02-28,Spain,false,89,2015-02-28 06:00:00,2024-10-16,3.47
95,William Jones,2019-09-09,New Zealand,false,96,2019-09-09 01:00:00,2025-05-04,3.19
96,Randy Ivanov,2019-07-25,Argentina,false,89,2019-07-25 23:00:00,2025-08-09,3.8
97,Lucas Smith,2015-11-16,Morocco,false,83,2015-11-16 15:00:00,2024-09-27,3.21
98,Randy Jones,2019-08-10,South Africa,false,99,2019-08-10 22:00:00,2025-03-18,4.58
99,Oliver Nkomo,2021-06-23,South Africa,false,71,2021-06-23 03:00:00,2024-05-13,3.98
100,Nuri Soto,2022-10-14,Jamaica,false,84,2022-10-14 10:00:00,2025-05-06,4.25
101,Sophia Ryan,2016-01-27,Namibia,false,87,2016-01-27 13:00:00,2024-09-15,3.57
102,Liam Jones,2017-08-28,Canada,false,82,2017-08-28 22:00:00,2025-04-16,4.02
103,Elijah Kamau,2018-10-19,Italy,false,77,2018-10-19 21:00:00,2025-07-17,3.29
104,Isabella Abbe,2021-06-30,Brazil,false,76,2021-06-30 01:00:00,2025-02-22,3.45
105,Kyle Silva,2018-04-26,United Kingdom,false,88,2018-04-26 11:00:00,2024-10-11,3.76
106,Harper Ivanov,2020-06-12,South Korea,false,70,2020-06-12 10:00:00,2024-11-17,4.21
107,Henry Singh,2017-06-09,New Zealand,false,93,2017-06-09 08:00:00,2024-10-19,4.53
108,James Singh,2016-11-08,Germany,false,94,2016-11-08 21:00:00,2024-03-13,3.94
109,Amelia Müller,2022-08-28,Canada,false,77,2022-08-28 20:00:00,2024-09-19,4.19
110,Kyle Williams,2016-01-12,Australia,false,85,2016-01-12 20:00:00,2025-03-12,3.34
111,Alexander Jones,2016-11-04,Japan,false,94,2016-11-04 22:00:00,2024-06-16,4.47
112,Nuri Turner,2015-08-05,Canada,false,100,2015-08-05 22:00:00,2024-12-26,4.38
113,Lucas Brown,2021-05-06,New Zealand,false,83,2021-05-06 03:00:00,2025-05-13,4.18
114,Alexander Murphy,2020-04-27,Ireland,false,74,2020-04-27 23:00:00,2024-07-17,3.58
115,Lucas Tanaka,2020-09-12,Morocco,false,70,2020-09-12 10:00:00,2025-05-06,3.11
116,Nuri Müller,2022-06-01,Morocco,false,81,2022-06-01 21:00:00,2024-07-29,3.07
117,Sophia Garcia,2016-01-06,South Korea,false,89,2016-01-06 13:00:00,2024-06-18,4.21
118,Elijah O'Connor,2016-12-22,United States,false,73,2016-12-22 17:00:00,2024-06-14,4.17
119,Emma Murphy,2018-02-04,United States,false,73,2018-02-04 19:00:00,2024-06-17,4.77
120,Liam Wilson,2016-02-27,Argentina,false,91,2016-02-27 22:00:00,2025-08-23,3.8
121,Evelyn Müller,2020-08-09,Brazil,false,93,2020-08-09 08:00:00,2025-02-12,3.94
122,James Turner,2017-01-24,Zambia,false,94,2017-01-24 10:00:00,2025-02-06,4.61
123,Amelia Dubois,2022-02-13,Mexico,false,79,2022-02-13 11:00:00,2024-12-05,4.98
124,Randy Walsh,2022-06-05,Germany,false,75,2022-06-05 14:00:00,2025-05-13,4.52
125,Lucas Wilson,2019-07-01,Singapore,false,87,2019-07-01 21:00:00,2025-03-17,4.25
126,Alexander Williams,2020-08-04,Argentina,false,93,2020-08-04 12:00:00,2025-03-06,3.18
127,Sophia O'Connor,2017-08-04,Egypt,false,76,2017-08-04 01:00:00,2024-10-24,4.03
128,William Abbe,2020-07-23,Singapore,false,82,2020-07-23 14:00:00,2025-05-05,3.9
129,Benjamin Jackson,2017-02-27,Spain,false,93,2017-02-27 05:00:00,2024-05-08,3.81
130,Benjamin Smith,2019-12-05,Australia,false,79,2019-12-05 18:00:00,2025-03-07,3.58
131,Noah Turner,2015-01-07,Italy,false,83,2015-01-07 08:00:00,2024-01-09,4.51
132,Oliver Singh,2018-09-22,Egypt,false,71,2018-09-22 09:00:00,2025-07-15,3.89
133,Alexander Singh,2015-05-20,Japan,false,72,2015-05-20 11:00:00,2024-11-04,3.35
134,Olivia Wilson,2015-07-04,Argentina,false,75,2015-07-04 13:00:00,2025-05-12,3.68
135,Henry Dubois,2020-11-25,Namibia,false,97,2020-11-25 02:00:00,2025-02-06,3.19
136,Evelyn Walsh,2015-08-15,Zambia,false,74,2015-08-15 14:00:00,2025-05-24,4.12
137,Sophia Smith,2018-07-05,Canada,false,93,2018-07-05 02:00:00,2024-03-29,4.13
138,Nuri Murphy,2020-12-28,Japan,false,97,2020-12-29 00:00:00,2024-07-09,3.19
139,Mia Wilson,2017-07-13,Brazil,false,78,2017-07-13 06:00:00,2025-07-28,3.13
140,Emma Richards,2022-10-02,New Zealand,false,95,2022-10-02 15:00:00,2024-06-17,4.64
141,Kyle Singh,2020-03-09,Chile,false,90,2020-03-09 04:00:00,2024-05-20,4.37
142,Emma Ivanov,2021-04-12,Thailand,false,100,2021-04-12 22:00:00,2024-05-24,3.37
143,Henry Abbe,2021-03-22,Japan,false,83,2021-03-22 21:00:00,2024-02-21,3.65
144,Randy Müller,2015-01-30,France,false,96,2015-01-30 04:00:00,2024-12-11,3.16
145,Charlotte Turner,2016-03-19,Canada,false,100,2016-03-19 15:00:00,2024-05-29,4.71
146,Sophia Nkomo,2016-02-22,India,false,70,2016-02-22 01:00:00,2025-06-05,4.38
147,Liam Wilson,2021-08-31,France,false,83,2021-08-31 18:00:00,2024-01-31,3.88
148,Randy Richards,2015-10-19,Singapore,false,80,2015-10-19 13:00:00,2024-11-20,3.76
149,Noah Walsh,2017-09-08,Chile,false,98,2017-09-08 05:00:00,2024-09-24,4.66
150,Henry Jones,2019-02-03,Ireland,false,93,2019-02-03 04:00:00,2025-07-23,4.08
151,Tina Jackson,2021-08-23,Jamaica,false,91,2021-08-23 03:00:00,2025-06-06,4.16
152,Evelyn Jones,2021-02-07,Singapore,false,73,2021-02-07 23:00:00,2025-06-17,3.79
153,Nuri Walsh,2020-01-21,United States,false,82,2020-01-21 18:00:00,2025-08-21,3.12
154,Nuri Nkomo,2021-10-24,Argentina,false,84,2021-10-24 02:00:00,2025-04-28,4.81
155,Harper Jackson,2017-12-01,Brazil,false,71,2017-12-01 15:00:00,2025-03-27,4.29
156,Isabella Williams,2015-12-03,Zambia,false,70,2015-12-03 02:00:00,2024-05-08,4.62
157,Kyle Turner,2017-05-08,Brazil,false,70,2017-05-08 13:00:00,2025-02-05,4.3
158,Olivia Abbe,2020-04-13,Zambia,false,77,2020-04-13 02:00:00,2024-01-21,3.47
159,Kyle Turner,2022-05-10,Mexico,false,100,2022-05-10 21:00:00,2024-05-04,4.05
160,Benjamin Nkomo,2016-08-16,Germany,false,88,2016-08-16 17:00:00,2024-11-09,4.64
161,Randy Kamau,2019-12-31,Peru,false,99,2019-12-31 18:00:00,2024-10-27,4.71
162,Alexander Kamau,2022-11-08,Japan,false,80,2022-11-08 13:00:00,2024-08-15,4.63
163,Emma Abbe,2015-04-07,Argentina,false,73,2015-04-07 19:00:00,2025-01-26,4.54
164,Henry Wilson,2015-11-23,Australia,false,74,2015-11-23 23:00:00,2025-08-06,4.84
165,James Wilson,2019-03-11,Poland,false,76,2019-03-11 13:00:00,2025-03-23,4.68
166,Nuri Ivanov,2018-07-21,United States,false,90,2018-07-21 21:00:00,2024-08-17,3.87
167,Olivia Abbe,2021-07-29,New Zealand,false,78,2021-07-29 01:00:00,2025-08-21,4.52
168,Tina O'Connor,2018-05-07,Fiji,false,83,2018-05-07 11:00:00,2025-05-03,4.32
169,Alexander Tanaka,2019-05-03,Japan,false,70,2019-05-03 23:00:00,2025-03-14,4.14
170,Olivia Singh,2020-11-18,Jamaica,false,100,2020-11-18 21:00:00,2024-02-18,4.4
171,Mia Smith,2020-10-18,Jamaica,false,78,2020-10-18 21:00:00,2025-01-08,4.92
172,Amelia Kamau,2021-07-12,Canada,false,79,2021-07-12 10:00:00,2025-01-29,3.49
173,Benjamin O'Connor,2016-11-24,Jamaica,false,96,2016-11-24 14:00:00,2025-01-18,4.15
174,Oliver Richards,2020-07-19,New Zealand,false,94,2020-07-19 13:00:00,2025-01-26,3.07
175,Benjamin Silva,2020-12-14,Egypt,false,88,2020-12-14 04:00:00,2024-11-27,4.22
176,Randy Müller,2017-10-18,Peru,false,89,2017-10-18 18:00:00,2024-07-28,4.16
177,Evelyn Soto,2022-10-30,Jamaica,false,77,2022-10-30 23:00:00,2025-02-23,3.65
178,Lucas Abbe,2018-07-29,India,false,79,2018-07-29 19:00:00,2025-08-19,4.59
179,James Murphy,2022-10-13,Chile,false,87,2022-10-13 01:00:00,2024-06-22,4.03
180,Elijah Silva,2021-01-07,Zambia,false,89,2021-01-07 21:00:00,2025-02-26,4.1
181,Sophia Kamau,2019-07-18,France,false,73,2019-07-18 04:00:00,2024-07-03,3.07
182,Charlotte Turner,2017-05-26,France,false,98,2017-05-26 19:00:00,2024-10-29,3.33
183,Henry Silva,2018-05-30,United Kingdom,false,92,2018-05-30 22:00:00,2025-04-17,4.6
184,Kyle Murphy,2016-11-03,Spain,false,87,2016-11-03 17:00:00,2024-05-15,4.21
185,Olivia Wilson,2016-02-19,Japan,false,81,2016-02-19 17:00:00,2025-03-14,4.99
186,Tina Singh,2020-07-09,Namibia,false,100,2020-07-09 03:00:00,2025-04-24,3.82
187,Lucas Dubois,2017-09-27,Argentina,false,90,2017-09-27 15:00:00,2024-11-25,3.69
188,Isabella Soto,2015-06-13,Japan,false,74,2015-06-13 22:00:00,2024-03-08,4.94
189,Benjamin Kamau,2019-12-08,Jamaica,false,85,2019-12-09 00:00:00,2024-02-04,4.99
190,Noah Jackson,2018-04-03,Egypt,false,99,2018-04-03 23:00:00,2025-01-16,4.15
191,Harper Ivanov,2018-07-09,Ireland,false,73,2018-07-09 04:00:00,2025-04-08,3.05
192,Isabella Turner,2018-07-05,Egypt,true,99,2018-07-05 03:00:00,2025-05-22,4.82
193,Evelyn Williams,2020-11-06,United States,false,80,2020-11-06 15:00:00,2024-06-02,3.67
194,Amelia Ivanov,2015-10-09,Peru,false,100,2015-10-09 05:00:00,2025-07-25,3.4
195,Sophia Ivanov,2019-09-06,New Zealand,false,77,2019-09-06 23:00:00,2024-04-27,3.14
196,Elijah Brown,2015-02-16,South Africa,false,70,2015-02-16 13:00:00,2024-05-16,3.57
197,Mia Garcia,2015-04-21,Chile,false,84,2015-04-21 02:00:00,2024-09-28,4.6
198,Nuri Garcia,2015-01-19,Namibia,false,98,2015-01-19 02:00:00,2024-02-02,3.2
199,Noah Soto,2022-09-16,Australia,false,99,2022-09-16 07:00:00,2024-12-25,4.56
200,Noah Smith,2020-11-08,Mexico,false,76,2020-11-08 17:00:00,2024-10-10,4.5
201,Randy Ryan,2022-07-25,Mexico,true,95,2022-07-25 10:00:00,2024-05-28,4.96
202,Emma Abbe,2021-02-09,Chile,false,94,2021-02-09 17:00:00,2024-04-28,3.77
203,Mia Richards,2018-03-08,Morocco,false,79,2018-03-08 13:00:00,2024-09-11,4.35
204,Olivia Garcia,2021-10-20,Zambia,false,83,2021-10-20 23:00:00,2025-04-11,3.23
205,Mia Williams,2018-01-06,Australia,false,83,2018-01-06 11:00:00,2024-04-03,3.72
206,Noah Jones,2018-08-31,Egypt,false,73,2018-08-31 07:00:00,2024-08-28,4.1
207,Alexander Tanaka,2020-04-05,Singapore,false,77,2020-04-05 02:00:00,2025-07-26,4.91
208,Sophia Walsh,2022-02-07,Brazil,false,78,2022-02-07 04:00:00,2025-05-07,4.75
209,Oliver Walsh,2016-02-26,Chile,false,90,2016-02-26 11:00:00,2024-03-19,4.46
210,Oliver Walsh,2016-09-03,Australia,false,81,2016-09-03 11:00:00,2025-07-26,4.51
211,Evelyn Kamau,2021-04-13,New Zealand,false,83,2021-04-13 08:00:00,2024-07-27,4.9
212,Tina O'Connor,2020-05-21,Peru,false,77,2020-05-21 10:00:00,2025-02-25,3.04
213,Emma Wilson,2017-04-15,Mexico,false,79,2017-04-15 23:00:00,2024-02-22,3.42
214,Ava Wilson,2016-11-21,Australia,false,90,2016-11-21 04:00:00,2025-02-03,3.4
215,Randy Soto,2021-03-27,France,false,94,2021-03-27 03:00:00,2025-06-23,4.96
216,Liam Abbe,2015-02-19,Spain,false,98,2015-02-19 20:00:00,2024-07-23,3.91
217,Ava Walsh,2020-05-22,Spain,false,79,2020-05-22 18:00:00,2025-01-23,4.26
218,Olivia Abbe,2015-05-15,Morocco,false,70,2015-05-15 02:00:00,2025-07-05,3.17
219,Harper Richards,2017-10-18,Ireland,false,72,2017-10-18 08:00:00,2024-10-31,3.29
220,Amelia Abbe,2020-05-05,United Kingdom,false,83,2020-05-05 08:00:00,2025-07-20,3.76
221,Charlotte Ivanov,2016-06-18,Ireland,false,84,2016-06-18 23:00:00,2024-11-24,3.08
222,Amelia Murphy,2021-06-07,Australia,false,84,2021-06-07 18:00:00,2025-01-13,3.46
223,Benjamin Wilson,2021-04-15,Argentina,false,100,2021-04-15 04:00:00,2024-07-06,3.26
224,Randy Müller,2019-10-09,Thailand,false,76,2019-10-09 11:00:00,2024-07-18,3.81
225,Oliver Nkomo,2016-01-18,Fiji,false,76,2016-01-18 16:00:00,2024-12-07,4.91
226,Liam Smith,2015-11-24,Chile,false,84,2015-11-24 10:00:00,2024-06-30,4.91
227,Isabella Nkomo,2022-07-16,Australia,false,99,2022-07-16 19:00:00,2024-10-10,3.15
228,Randy Kamau,2018-09-11,Zambia,false,97,2018-09-11 01:00:00,2024-03-16,3.03
229,Ava Williams,2019-01-10,Thailand,false,77,2019-01-10 07:00:00,2024-11-15,4.65
230,Isabella Soto,2016-03-07,Japan,false,78,2016-03-07 13:00:00,2024-08-31,4.75
231,Mia Jones,2021-02-24,Brazil,false,90,2021-02-24 11:00:00,2025-04-28,4.12
232,Olivia Williams,2017-12-06,Zambia,false,94,2017-12-07 00:00:00,2025-07-22,4.63
233,Emma Ivanov,2019-11-11,Japan,false,92,2019-11-11 02:00:00,2024-05-30,4.53
234,Elijah Jones,2016-01-10,New Zealand,false,89,2016-01-10 19:00:00,2025-02-22,4.95
235,Sophia Richards,2017-06-07,New Zealand,false,83,2017-06-07 04:00:00,2024-01-28,3.64
236,Evelyn Silva,2019-10-24,Fiji,false,82,2019-10-24 15:00:00,2024-08-13,4.16
237,Liam Abbe,2022-09-07,Peru,false,76,2022-09-07 20:00:00,2024-11-10,3.48
238,Amelia Richards,2021-12-18,Namibia,false,84,2021-12-18 12:00:00,2024-07-13,4.08
239,Kyle Turner,2018-03-15,Morocco,false,73,2018-03-15 06:00:00,2024-06-18,3.36
240,James Garcia,2021-09-05,Canada,false,82,2021-09-05 13:00:00,2025-03-09,4.14
241,Randy Abbe,2019-03-13,Jamaica,false,82,2019-03-14 00:00:00,2024-03-29,4.67
242,Randy O'Connor,2017-10-30,Argentina,false,71,2017-10-30 16:00:00,2025-05-17,4.54
243,Charlotte Singh,2016-01-15,Chile,false,98,2016-01-15 02:00:00,2024-06-15,4.03
244,Henry Garcia,2015-07-14,United States,false,70,2015-07-14 08:00:00,2024-06-08,4.62
245,Emma Abbe,2015-05-03,Fiji,false,98,2015-05-03 03:00:00,2025-03-20,3.42
246,Lucas Richards,2022-12-04,Peru,false,78,2022-12-04 08:00:00,2025-02-22,3.19
247,Mia Williams,2022-10-06,Germany,false,98,2022-10-06 23:00:00,2025-05-22,4.73
248,Amelia Ryan,2016-11-07,United Kingdom,false,94,2016-11-07 18:00:00,2024-12-14,3.08
249,Elijah O'Connor,2018-01-01,India,true,95,2018-01-01 01:00:00,2025-05-13,4.94
250,Isabella Dubois,2017-04-08,Zambia,false,100,2017-04-08 09:00:00,2024-02-06,3.27
251,Amelia Brown,2022-01-14,Italy,false,100,2022-01-14 02:00:00,2025-04-30,4.68
252,Sophia O'Connor,2018-11-03,France,false,70,2018-11-03 02:00:00,2024-01-31,4.47
253,Tina Smith,2019-08-18,France,true,95,2019-08-18 08:00:00,2025-06-24,4.87
254,Tina Ryan,2021-07-24,Thailand,false,82,2021-07-24 04:00:00,2024-05-07,4.17
255,Ava Wilson,2020-08-14,Mexico,false,70,2020-08-14 16:00:00,2024-07-23,4.88
256,Evelyn Soto,2022-07-27,Argentina,false,98,2022-07-28 00:00:00,2024-03-27,4.68
257,James Müller,2017-02-19,Australia,false,71,2017-02-19 12:00:00,2025-06-17,3.08
258,William Dubois,2016-04-22,Jamaica,false,83,2016-04-22 02:00:00,2024-06-09,3.41
259,Noah Williams,2017-08-08,United Kingdom,false,77,2017-08-08 19:00:00,2024-09-02,4.69
260,Olivia Singh,2016-09-27,Germany,false,75,2016-09-27 22:00:00,2025-06-05,3.67
261,Benjamin Brown,2021-04-10,Egypt,false,100,2021-04-10 22:00:00,2025-08-14,3.29
262,Liam Abbe,2022-06-26,Argentina,false,86,2022-06-26 08:00:00,2024-08-03,3.11
263,Oliver Smith,2018-07-17,New Zealand,false,72,2018-07-17 20:00:00,2024-11-18,4.08
264,James Walsh,2017-02-28,Jamaica,false,77,2017-02-28 12:00:00,2025-05-05,3.96
265,Amelia Soto,2015-11-10,Morocco,false,81,2015-11-10 13:00:00,2025-05-07,4.38
266,Emma Jackson,2017-12-25,South Africa,false,88,2017-12-25 19:00:00,2024-07-27,4.89
267,Elijah Richards,2020-01-20,Ireland,false,83,2020-01-20 18:00:00,2024-01-22,4.44
268,Oliver Ivanov,2020-01-05,India,false,82,2020-01-05 13:00:00,2025-03-11,3.09
269,James Smith,2020-11-12,Australia,false,96,2020-11-12 14:00:00,2024-09-13,4.79
270,Oliver Dubois,2016-06-05,Mexico,false,76,2016-06-05 12:00:00,2025-04-01,4.11
271,Mia Tanaka,2020-12-28,Australia,false,99,2020-12-28 17:00:00,2025-07-01,4.06
272,Henry Smith,2018-03-30,Egypt,false,74,2018-03-30 14:00:00,2024-03-21,3.18
273,Ava Turner,2022-04-15,Poland,false,96,2022-04-15 12:00:00,2024-01-23,3.25
274,Liam Jackson,2021-08-04,Jamaica,false,100,2021-08-04 04:00:00,2024-02-19,3.1
275,Oliver Turner,2016-07-25,Jamaica,false,71,2016-07-25 22:00:00,2024-02-11,3.16
276,Lucas Nkomo,2022-05-23,Chile,false,97,2022-05-23 12:00:00,2025-03-30,3.83
277,Kyle Dubois,2019-11-11,Canada,false,78,2019-11-11 08:00:00,2024-07-03,3.06
