HOST_ID,HOST_NAME,HOST_SINCE,HOST_LOCATION,IS_SUPERHOST,RESPONSE_RATE,CREATED_AT,UPDATED_AT,AVG_HOST_RATING
19,Emma Singh,2022-03-30,Canada,false,77,2022-03-30 23:00:00,2024-06-18 00:00:00,4.68
20,Alexander Soto,2022-03-22,Brazil,true,96,2022-03-22 21:00:00,2022-03-22 21:00:00,4.82
21,Oliver O'Connor,2015-01-18,Fiji,false,81,2015-01-18 10:00:00,2024-07-02 00:00:00,4.22
22,Benjamin Abbe,2017-02-15,United States,false,80,2017-02-15 14:00:00,2017-02-15 14:00:00,4.95
23,Randy Jones,2019-11-19,Australia,false,83,2019-11-19 16:00:00,2019-11-19 16:00:00,4.7
24,Benjamin Kamau,2015-10-02,Poland,false,83,2015-10-02 04:00:00,2015-10-02 04:00:00,4.62
25,Evelyn O'Connor,2016-06-28,Antarctica,false,87,2016-06-28 21:00:00,2016-06-28 21:00:00,4.76
26,Olivia Walsh,2020-10-26,United States,false,92,2020-10-26 13:00:00,2020-10-26 13:00:00,4.44
27,Elijah Soto,2018-01-30,Argentina,false,93,2018-01-30 02:00:00,2018-01-30 02:00:00,4.59
28,Randy Singh,2017-09-04,Brazil,false,71,2017-09-04 19:00:00,2017-09-04 19:00:00,4.83
29,Olivia Tanaka,2017-10-04,Jamaica,false,97,2017-10-04 07:00:00,2024-03-12 00:00:00,4.59
30,Olivia Jackson,2019-02-05,Italy,false,79,2019-02-05 20:00:00,2019-02-05 20:00:00,4.63
31,Emma Jackson,2021-09-08,United States,false,92,2021-09-08 22:00:00,2025-05-11 00:00:00,4.48
32,Noah Richards,2020-07-29,Antarctica,false,75,2020-07-29 01:00:00,2024-07-21 00:00:00,4.97
33,Isabella Silva,2017-09-03,Poland,false,79,2017-09-03 20:00:00,2017-09-03 20:00:00,4.92
34,Henry Müller,2019-02-02,Australia,false,96,2019-02-02 09:00:00,2019-02-02 09:00:00,3.43
35,Benjamin Walsh,2016-09-01,Spain,false,86,2016-09-01 11:00:00,2025-07-28 00:00:00,3.55
36,Noah Müller,2016-02-24,South Korea,false,88,2016-02-24 09:00:00,2016-02-24 09:00:00,4.27
37,Evelyn Murphy,2020-01-03,Brazil,false,93,2020-01-03 03:00:00,2025-01-10 00:00:00,4.77
38,Henry Jones,2017-06-30,Antarctica,false,74,2017-06-30 12:00:00,2024-08-01 00:00:00,4.56
39,Harper Kamau,2019-03-31,Peru,false,88,2019-03-31 14:00:00,2025-05-19 00:00:00,3.87
40,Emma Singh,2015-03-23,Argentina,false,82,2015-03-23 20:00:00,2025-07-25 00:00:00,4.84
41,Randy Ryan,2022-11-14,Zambia,false,85,2022-11-14 04:00:00,2022-11-14 04:00:00,4.73
42,James O'Connor,2016-02-29,New Zealand,false,88,2016-02-29 05:00:00,2024-04-20 00:00:00,4.56
43,Randy Smith,2015-08-09,Antarctica,false,70,2015-08-09 07:00:00,2015-08-09 07:00:00,4.8
44,Evelyn Nkomo,2021-08-20,Japan,false,73,2021-08-20 12:00:00,2024-05-11 00:00:00,3.61
45,Tina Wilson,2020-10-15,Mexico,false,100,2020-10-15 12:00:00,2024-04-18 00:00:00,4.52
46,Tina Ivanov,2019-08-31,India,false,97,2019-08-31 03:00:00,2024-12-16 00:00:00,4.5
47,Elijah Tanaka,2020-05-21,India,false,93,2020-05-21 03:00:00,2020-05-21 03:00:00,4.78
48,Randy Tanaka,2016-02-07,Singapore,false,80,2016-02-07 22:00:00,2016-02-07 22:00:00,4.67
49,Kyle Dubois,2016-01-20,India,false,72,2016-01-20 23:00:00,2016-01-20 23:00:00,4.84
50,Noah Ivanov,2016-07-03,Fiji,false,83,2016-07-03 08:00:00,2016-07-03 08:00:00,4.6
51,Oliver Richards,2017-07-04,Peru,false,75,2017-07-04 09:00:00,2024-01-09 00:00:00,3.7
52,Randy Walsh,2022-09-06,Egypt,false,100,2022-09-06 22:00:00,2025-05-03 00:00:00,4.33
53,Amelia Ivanov,2015-05-02,Canada,false,99,2015-05-02 10:00:00,2015-05-02 10:00:00,3.73
54,Randy Jackson,2016-04-05,Jamaica,false,87,2016-04-05 19:00:00,2016-04-05 19:00:00,4.49
55,Evelyn O'Connor,2020-08-04,Argentina,true,92,2020-08-04 22:00:00,2025-07-22 00:00:00,4.87
56,William Tanaka,2022-08-25,Spain,false,73,2022-08-25 12:00:00,2024-07-16 00:00:00,3.45
57,Oliver Wilson,2018-06-13,Poland,false,76,2018-06-13 11:00:00,2024-05-29 00:00:00,4.5
58,Tina Turner,2021-12-09,New Zealand,false,80,2021-12-09 12:00:00,2024-10-30 00:00:00,4.58
59,Henry Soto,2020-08-26,United States,false,70,2020-08-26 20:00:00,2020-08-26 20:00:00,4.73
60,Liam Ivanov,2022-11-29,United States,false,72,2022-11-29 12:00:00,2024-10-30 00:00:00,4.9
61,Noah Ryan,2020-03-05,Thailand,false,88,2020-03-05 05:00:00,2020-03-05 05:00:00,4.98
62,Lucas Tanaka,2021-06-30,Japan,false,75,2021-06-30 11:00:00,2025-03-18 00:00:00,4.68
63,Henry Singh,2019-09-10,Egypt,false,73,2019-09-10 23:00:00,2019-09-10 23:00:00,4.36
64,Alexander Richards,2016-10-13,Antarctica,false,79,2016-10-13 02:00:00,2024-05-01 00:00:00,4.85
65,Sophia Ryan,2022-12-23,Antarctica,false,79,2022-12-23 12:00:00,2022-12-23 12:00:00,4.66
66,Alexander Williams,2015-11-15,Antarctica,true,91,2015-11-15 05:00:00,2024-06-27 00:00:00,4.83
67,Harper Williams,2019-10-01,France,false,79,2019-10-01 03:00:00,2019-10-01 03:00:00,4.74
68,Oliver Ryan,2022-12-30,India,false,97,2022-12-30 12:00:00,2022-12-30 12:00:00,4.05
69,Nuri Garcia,2016-09-19,Zambia,true,96,2016-09-19 06:00:00,2016-09-19 06:00:00,4.9
70,James Kamau,2015-02-12,Mexico,false,71,2015-02-12 20:00:00,2015-02-12 20:00:00,3.55
71,Isabella Richards,2019-07-21,Fiji,false,71,2019-07-21 21:00:00,2025-04-19 00:00:00,4.31
72,Noah Silva,2022-08-05,Ireland,false,75,2022-08-05 03:00:00,2022-08-05 03:00:00,4.78
73,Sophia O'Connor,2015-12-06,South Korea,false,78,2015-12-06 22:00:00,2024-02-10 00:00:00,4.92
74,Noah Kamau,2015-01-26,Jamaica,false,72,2015-01-26 03:00:00,2024-12-24 00:00:00,3.98
75,Emma Nkomo,2016-08-04,Brazil,false,91,2016-08-04 01:00:00,2024-12-24 00:00:00,4.02
76,James Murphy,2019-12-30,Jamaica,false,84,2019-12-30 04:00:00,2019-12-30 04:00:00,4.13
77,Benjamin Jones,2015-01-30,Namibia,false,77,2015-01-30 02:00:00,2015-01-30 02:00:00,4.22
78,James Jones,2020-09-02,Morocco,false,80,2020-09-02 15:00:00,2020-09-02 15:00:00,4.54
79,Sophia Murphy,2017-01-20,Thailand,false,79,2017-01-20 05:00:00,2017-01-20 05:00:00,4.75
80,Nuri Nkomo,2015-04-18,United Kingdom,false,82,2015-04-18 07:00:00,2024-11-13 00:00:00,4.89
81,Charlotte Nkomo,2019-10-10,Antarctica,false,77,2019-10-10 23:00:00,2024-01-08 00:00:00,4.32
82,Liam Singh,2016-12-17,Argentina,false,82,2016-12-18 00:00:00,2016-12-18 00:00:00,4.0
83,Kyle Jones,2020-10-24,Chile,true,96,2020-10-24 15:00:00,2020-10-24 15:00:00,4.97
84,Emma Kamau,2019-03-10,Namibia,true,98,2019-03-10 04:00:00,2019-03-10 04:00:00,4.86
85,William Müller,2015-08-21,South Korea,false,89,2015-08-21 12:00:00,2015-08-21 12:00:00,4.95
86,Lucas Singh,2021-03-30,Namibia,false,70,2021-03-30 15:00:00,2024-07-04 00:00:00,4.81
87,Randy O'Connor,2021-08-24,South Korea,false,72,2021-08-24 23:00:00,2024-03-16 00:00:00,4.49
88,William Ryan,2021-07-13,Argentina,false,76,2021-07-13 23:00:00,2024-04-11 00:00:00,4.28
89,James Jones,2022-10-22,Mexico,false,100,2022-10-22 17:00:00,2022-10-22 17:00:00,4.41
90,Mia Singh,2022-04-17,Japan,false,78,2022-04-17 07:00:00,2025-04-09 00:00:00,4.73
91,Elijah Brown,2021-06-21,Jamaica,false,74,2021-06-21 17:00:00,2024-02-18 00:00:00,4.95
92,Noah Turner,2018-05-23,Mexico,false,92,2018-05-23 07:00:00,2018-05-23 07:00:00,4.19
93,Oliver Richards,2022-09-28,India,false,95,2022-09-28 02:00:00,2022-09-28 02:00:00,4.33
94,Nuri Dubois,2021-10-16,New Zealand,true,98,2021-10-16 11:00:00,2021-10-16 11:00:00,5.0
95,Sophia Walsh,2020-03-26,United States,false,96,2020-03-26 04:00:00,2025-01-15 00:00:00,3.89
96,Olivia Dubois,2021-08-06,Antarctica,false,83,2021-08-06 09:00:00,2025-03-18 00:00:00,4.5
97,Randy Garcia,2015-04-06,Antarctica,false,70,2015-04-06 06:00:00,2024-12-11 00:00:00,4.68
98,Elijah Jones,2017-01-03,Singapore,false,79,2017-01-03 07:00:00,2024-08-30 00:00:00,4.68
99,Sophia Silva,2018-02-27,Antarctica,false,88,2018-02-28 00:00:00,2025-07-28 00:00:00,4.99
100,Henry Turner,2020-07-09,Antarctica,false,92,2020-07-09 15:00:00,2025-04-02 00:00:00,4.67
101,Oliver Abbe,2016-10-30,Ireland,false,70,2016-10-31 00:00:00,2024-02-06 00:00:00,4.93
102,Henry Singh,2018-12-24,Australia,false,83,2018-12-24 13:00:00,2018-12-24 13:00:00,3.84
103,Amelia Smith,2019-11-22,Antarctica,false,78,2019-11-22 19:00:00,2019-11-22 19:00:00,4.61
104,Randy Williams,2020-04-26,South Africa,false,86,2020-04-26 15:00:00,2024-07-02 00:00:00,4.7
105,Emma Kamau,2017-06-23,Peru,false,97,2017-06-23 09:00:00,2024-07-02 00:00:00,3.12
106,Isabella Jackson,2016-10-31,Canada,false,96,2016-10-31 17:00:00,2025-08-29 00:00:00,4.62
107,William Wilson,2018-12-31,Peru,false,84,2018-12-31 04:00:00,2025-07-30 00:00:00,4.96
108,Nuri Dubois,2022-01-28,Canada,false,85,2022-01-28 18:00:00,2022-01-28 18:00:00,4.09
109,James O'Connor,2015-08-27,South Korea,false,78,2015-08-27 15:00:00,2024-06-14 00:00:00,4.76
110,Emma Smith,2015-08-09,Namibia,false,77,2015-08-09 20:00:00,2024-10-02 00:00:00,4.66
111,Randy Abbe,2015-05-08,Jamaica,false,75,2015-05-08 01:00:00,2015-05-08 01:00:00,4.57
112,Mia Walsh,2017-01-01,Mexico,false,76,2017-01-01 03:00:00,2017-01-01 03:00:00,4.7
113,Randy Ivanov,2015-07-25,Jamaica,false,80,2015-07-25 11:00:00,2025-07-11 00:00:00,3.15
114,Alexander Smith,2019-08-10,Morocco,false,97,2019-08-10 10:00:00,2019-08-10 10:00:00,4.22
115,Henry Dubois,2015-10-26,Jamaica,false,90,2015-10-26 05:00:00,2024-11-24 00:00:00,3.86
116,Alexander Singh,2019-04-16,Mexico,false,81,2019-04-16 13:00:00,2024-07-10 00:00:00,4.16
117,Amelia Kamau,2016-03-20,Antarctica,false,97,2016-03-20 18:00:00,2016-03-20 18:00:00,4.25
118,Emma Murphy,2019-09-16,India,false,87,2019-09-16 22:00:00,2019-09-16 22:00:00,4.66
119,Tina Wilson,2019-08-11,Thailand,false,98,2019-08-11 19:00:00,2019-08-11 19:00:00,4.24
120,Nuri Müller,2020-08-06,Fiji,false,95,2020-08-06 12:00:00,2020-08-06 12:00:00,4.64
121,Tina Murphy,2019-10-29,Jamaica,false,95,2019-10-29 20:00:00,2019-10-29 20:00:00,4.29
122,Sophia Ryan,2015-12-01,Chile,false,77,2015-12-01 05:00:00,2024-10-19 00:00:00,3.98
123,Kyle O'Connor,2021-12-08,Japan,true,91,2021-12-08 03:00:00,2025-06-23 00:00:00,4.8
124,Alexander Wilson,2022-02-16,Antarctica,false,79,2022-02-16 15:00:00,2022-02-16 15:00:00,4.65
125,Ava Jackson,2016-09-11,Antarctica,false,91,2016-09-11 06:00:00,2016-09-11 06:00:00,4.72
126,William Kamau,2021-04-17,Morocco,true,97,2021-04-17 22:00:00,2021-04-17 22:00:00,4.82
127,Alexander Williams,2022-01-05,Antarctica,false,88,2022-01-05 08:00:00,2024-02-17 00:00:00,4.14
128,Kyle Müller,2015-02-16,Ireland,false,74,2015-02-16 07:00:00,2024-05-31 00:00:00,4.21
129,Sophia Kamau,2020-04-15,Chile,true,93,2020-04-15 18:00:00,2020-04-15 18:00:00,4.84
130,Noah Williams,2016-06-29,Argentina,false,73,2016-06-29 19:00:00,2016-06-29 19:00:00,4.59
131,Randy Richards,2016-02-01,Chile,false,88,2016-02-01 20:00:00,2016-02-01 20:00:00,4.74
132,Harper Ivanov,2016-09-26,Morocco,false,96,2016-09-26 12:00:00,2016-09-26 12:00:00,4.51
133,Harper Turner,2018-07-16,Namibia,false,83,2018-07-16 05:00:00,2018-07-16 05:00:00,5.0
134,Nuri Murphy,2022-02-10,India,true,96,2022-02-10 03:00:00,2024-12-01 00:00:00,4.85
135,Henry Wilson,2019-08-03,Mexico,false,91,2019-08-03 01:00:00,2024-05-31 00:00:00,3.15
136,Sophia Brown,2021-03-02,Thailand,false,71,2021-03-02 10:00:00,2024-11-18 00:00:00,4.84
137,Noah Jones,2021-01-23,Antarctica,false,92,2021-01-23 20:00:00,2024-10-01 00:00:00,4.56
138,Noah Dubois,2022-04-21,Argentina,false,72,2022-04-21 09:00:00,2022-04-21 09:00:00,3.99
139,Mia Jackson,2021-12-19,Fiji,true,99,2021-12-19 16:00:00,2025-07-29 00:00:00,4.95
140,Amelia Williams,2016-08-21,India,false,80,2016-08-21 13:00:00,2016-08-21 13:00:00,3.68
141,Benjamin Wilson,2016-11-23,New Zealand,false,93,2016-11-23 09:00:00,2024-01-19 00:00:00,3.53
142,Isabella Smith,2021-03-23,Chile,false,95,2021-03-23 13:00:00,2021-03-23 13:00:00,4.67
143,Harper Ryan,2016-03-09,Antarctica,false,81,2016-03-09 14:00:00,2016-03-09 14:00:00,5.0
144,Emma Ryan,2022-08-28,New Zealand,false,72,2022-08-28 21:00:00,2024-02-07 00:00:00,4.9
145,Henry Jackson,2019-10-06,South Korea,false,83,2019-10-06 08:00:00,2024-07-28 00:00:00,4.99
146,Amelia Tanaka,2018-10-17,Brazil,false,74,2018-10-17 18:00:00,2024-02-17 00:00:00,4.79
147,Noah O'Connor,2018-10-09,Brazil,false,91,2018-10-09 21:00:00,2018-10-09 21:00:00,4.4
148,Emma O'Connor,2020-12-02,Namibia,true,93,2020-12-02 22:00:00,2025-02-25 00:00:00,4.87
149,Oliver Garcia,2019-07-28,South Korea,true,97,2019-07-28 13:00:00,2024-04-29 00:00:00,4.8
150,James Garcia,2016-08-19,Poland,false,99,2016-08-19 19:00:00,2025-04-06 00:00:00,4.78
151,Alexander Müller,2021-07-20,Chile,false,86,2021-07-20 17:00:00,2021-07-20 17:00:00,3.47
152,Benjamin Wilson,2017-07-21,Jamaica,false,99,2017-07-21 04:00:00,2017-07-21 04:00:00,4.71
153,Amelia Nkomo,2016-12-14,India,false,87,2016-12-14 20:00:00,2025-04-28 00:00:00,4.62
154,Charlotte Richards,2017-08-07,Fiji,false,100,2017-08-07 05:00:00,2024-08-08 00:00:00,4.53
155,Olivia Kamau,2020-03-11,Antarctica,false,90,2020-03-11 04:00:00,2020-03-11 04:00:00,3.12
156,Emma Williams,2021-10-10,Singapore,false,84,2021-10-10 13:00:00,2024-10-18 00:00:00,4.67
157,Benjamin Smith,2018-11-21,United States,false,84,2018-11-22 00:00:00,2025-06-04 00:00:00,3.87
158,Olivia Dubois,2016-08-15,South Korea,false,92,2016-08-16 00:00:00,2025-09-21 00:00:00,4.44
159,William Williams,2020-10-16,Egypt,true,95,2020-10-16 20:00:00,2025-01-07 00:00:00,4.85
160,Henry Garcia,2016-08-20,Brazil,false,96,2016-08-20 02:00:00,2016-08-20 02:00:00,4.0
161,Olivia Murphy,2019-05-13,India,false,98,2019-05-13 03:00:00,2025-03-09 00:00:00,4.75
162,Mia Kamau,2017-05-08,Australia,false,96,2017-05-08 23:00:00,2024-04-05 00:00:00,4.38
163,Noah Singh,2018-03-15,Morocco,false,94,2018-03-15 16:00:00,2018-03-15 16:00:00,4.04
164,Benjamin Soto,2022-02-23,Thailand,false,100,2022-02-23 15:00:00,2024-06-27 00:00:00,4.52
165,Randy Tanaka,2016-08-29,Morocco,false,74,2016-08-29 04:00:00,2024-05-21 00:00:00,4.64
166,Evelyn Richards,2018-07-30,Fiji,false,98,2018-07-30 01:00:00,2018-07-30 01:00:00,4.44
167,Lucas Tanaka,2020-04-05,Jamaica,false,83,2020-04-05 17:00:00,2020-04-05 17:00:00,4.51
168,Lucas Wilson,2015-03-06,Chile,false,86,2015-03-07 00:00:00,2024-04-27 00:00:00,4.79
169,Harper Richards,2021-10-26,Germany,false,79,2021-10-26 11:00:00,2024-07-28 00:00:00,4.7
170,Henry Garcia,2022-09-24,Antarctica,false,79,2022-09-24 09:00:00,2024-10-03 00:00:00,4.84
171,Lucas Silva,2015-10-08,Egypt,false,80,2015-10-08 14:00:00,2024-03-05 00:00:00,4.1
172,Mia Kamau,2020-03-21,United Kingdom,false,75,2020-03-21 09:00:00,2020-03-21 09:00:00,4.92
173,Noah Murphy,2015-09-28,Chile,false,83,2015-09-28 15:00:00,2024-10-29 00:00:00,4.98
174,Olivia Kamau,2016-02-16,South Korea,false,79,2016-02-16 10:00:00,2024-06-21 00:00:00,4.73
175,Mia Müller,2016-10-16,New Zealand,false,93,2016-10-16 11:00:00,2016-10-16 11:00:00,3.9
176,Tina Walsh,2021-07-24,South Africa,false,77,2021-07-24 09:00:00,2025-06-15 00:00:00,4.57
177,Oliver Walsh,2019-06-28,Mexico,false,91,2019-06-28 17:00:00,2025-05-15 00:00:00,4.36
178,Tina Murphy,2018-06-12,Brazil,false,88,2018-06-12 08:00:00,2025-06-30 00:00:00,4.55
179,Evelyn Müller,2021-06-15,Japan,false,94,2021-06-15 17:00:00,2024-08-19 00:00:00,3.59
180,Kyle Jones,2015-02-23,Jamaica,false,93,2015-02-23 14:00:00,2024-07-18 00:00:00,4.54
181,Mia Smith,2022-03-20,Canada,false,89,2022-03-20 09:00:00,2022-03-20 09:00:00,4.54
182,William Richards,2018-04-15,Brazil,false,86,2018-04-15 17:00:00,2025-07-31 00:00:00,4.63
183,William O'Connor,2022-09-05,Argentina,false,71,2022-09-05 09:00:00,2024-07-15 00:00:00,3.64
184,Randy Ivanov,2018-07-05,Peru,false,82,2018-07-05 02:00:00,2024-12-28 00:00:00,4.19
185,Randy Jones,2018-04-14,Peru,false,84,2018-04-14 12:00:00,2025-04-02 00:00:00,4.59
186,Elijah Silva,2018-04-03,Fiji,false,82,2018-04-03 05:00:00,2018-04-03 05:00:00,4.11
187,Lucas Kamau,2019-10-23,South Korea,false,76,2019-10-23 01:00:00,2025-04-17 00:00:00,4.23
188,Amelia Jackson,2019-01-28,Antarctica,false,94,2019-01-28 17:00:00,2025-08-30 00:00:00,4.77
189,Emma Williams,2020-10-17,Germany,false,76,2020-10-17 16:00:00,2025-04-08 00:00:00,4.65
190,Liam Turner,2018-11-28,Egypt,false,89,2018-11-28 22:00:00,2018-11-28 22:00:00,4.6
191,Harper Müller,2016-02-19,Namibia,true,97,2016-02-19 03:00:00,2016-02-19 03:00:00,4.87
192,Charlotte Singh,2016-03-04,Egypt,false,89,2016-03-04 22:00:00,2016-03-04 22:00:00,4.29
193,Kyle Williams,2019-07-13,India,false,96,2019-07-13 22:00:00,2024-12-03 00:00:00,3.03
194,Ava Walsh,2015-11-07,South Africa,false,87,2015-11-07 02:00:00,2015-11-07 02:00:00,3.94
195,Benjamin O'Connor,2020-05-25,Singapore,false,77,2020-05-25 20:00:00,2020-05-25 20:00:00,4.82
196,James Williams,2017-02-27,Fiji,true,92,2017-02-27 20:00:00,2017-02-27 20:00:00,4.93
197,Charlotte Walsh,2018-08-12,Jamaica,false,96,2018-08-12 10:00:00,2025-05-07 00:00:00,3.9
198,Kyle Ryan,2015-01-20,Antarctica,false,89,2015-01-20 08:00:00,2015-01-20 08:00:00,4.42
199,Elijah Jackson,2022-07-18,Jamaica,false,79,2022-07-18 07:00:00,2022-07-18 07:00:00,3.92
200,Harper Tanaka,2018-01-16,Poland,false,71,2018-01-16 05:00:00,2024-03-15 00:00:00,4.44
201,Harper Jackson,2020-11-17,Antarctica,false,97,2020-11-17 10:00:00,2020-11-17 10:00:00,4.22
202,Alexander Walsh,2018-12-02,Italy,true,95,2018-12-02 09:00:00,2025-06-05 00:00:00,4.88
203,Elijah Turner,2019-10-22,Antarctica,false,88,2019-10-22 13:00:00,2024-06-03 00:00:00,4.86
204,Amelia O'Connor,2017-10-02,Antarctica,false,84,2017-10-02 20:00:00,2025-08-30 00:00:00,4.19
205,Henry Jackson,2021-07-20,Fiji,false,79,2021-07-20 16:00:00,2025-03-22 00:00:00,4.0
206,Lucas Murphy,2021-01-18,Mexico,false,86,2021-01-18 05:00:00,2025-04-14 00:00:00,4.75
207,Isabella Williams,2022-01-31,India,false,79,2022-01-31 15:00:00,2022-01-31 15:00:00,4.58
208,Kyle Dubois,2019-03-08,Namibia,false,83,2019-03-08 20:00:00,2024-12-24 00:00:00,3.83
209,Olivia Turner,2017-09-28,United Kingdom,false,89,2017-09-28 07:00:00,2017-09-28 07:00:00,4.97
210,Henry Ryan,2021-01-24,Brazil,false,72,2021-01-24 13:00:00,2024-12-16 00:00:00,4.86
211,Amelia Dubois,2020-04-15,Spain,true,93,2020-04-15 16:00:00,2020-04-15 16:00:00,4.92
212,Olivia Richards,2022-04-01,Peru,false,85,2022-04-02 00:00:00,2024-04-18 00:00:00,3.81
213,James Nkomo,2020-02-27,South Korea,false,77,2020-02-27 13:00:00,2024-05-25 00:00:00,4.19
214,Nuri Garcia,2019-05-04,Antarctica,false,85,2019-05-05 00:00:00,2019-05-05 00:00:00,4.83
215,Alexander Singh,2019-11-29,India,false,79,2019-11-30 00:00:00,2019-11-30 00:00:00,4.48
216,Alexander Abbe,2020-08-19,Jamaica,false,70,2020-08-19 04:00:00,2020-08-19 04:00:00,4.55
217,Isabella Smith,2016-11-10,Antarctica,false,79,2016-11-10 07:00:00,2024-03-11 00:00:00,4.96
218,Olivia Smith,2020-06-25,Antarctica,false,87,2020-06-25 19:00:00,2025-06-08 00:00:00,4.42
219,Noah Murphy,2021-06-02,South Korea,false,96,2021-06-02 01:00:00,2025-05-11 00:00:00,4.44
220,Kyle Nkomo,2018-09-16,New Zealand,false,70,2018-09-16 05:00:00,2025-01-03 00:00:00,4.33
221,Henry Soto,2015-06-14,Antarctica,false,97,2015-06-14 11:00:00,2015-06-14 11:00:00,4.21
222,Henry Silva,2019-05-04,Japan,false,84,2019-05-04 12:00:00,2025-02-04 00:00:00,4.66
223,Kyle Jones,2017-01-07,Mexico,false,73,2017-01-07 04:00:00,2025-01-29 00:00:00,4.73
224,Henry Soto,2018-09-13,United States,false,80,2018-09-13 10:00:00,2018-09-13 10:00:00,4.75
225,Noah Ryan,2022-03-10,United Kingdom,false,72,2022-03-10 06:00:00,2024-02-04 00:00:00,4.69
226,Elijah Silva,2016-06-21,Australia,false,88,2016-06-21 08:00:00,2025-08-18 00:00:00,4.74
227,Mia Ryan,2017-01-05,United Kingdom,false,70,2017-01-05 17:00:00,2017-01-05 17:00:00,3.63
228,Elijah Garcia,2020-03-11,Australia,false,73,2020-03-11 01:00:00,2020-03-11 01:00:00,4.79
229,Tina Wilson,2018-05-04,Mexico,false,93,2018-05-04 20:00:00,2018-05-04 20:00:00,3.82
230,Oliver Tanaka,2019-10-28,South Africa,false,84,2019-10-28 02:00:00,2024-10-20 00:00:00,4.13
231,Charlotte Jackson,2021-12-24,Peru,false,97,2021-12-24 19:00:00,2021-12-24 19:00:00,4.12
232,Mia O'Connor,2015-01-10,South Korea,false,74,2015-01-10 08:00:00,2024-05-18 00:00:00,4.67
233,Amelia Jackson,2018-02-05,Peru,false,90,2018-02-05 19:00:00,2018-02-05 19:00:00,4.56
234,Tina Abbe,2019-12-05,Morocco,false,92,2019-12-05 03:00:00,2024-08-05 00:00:00,4.74
235,Amelia Singh,2020-06-26,Antarctica,false,84,2020-06-26 05:00:00,2025-03-20 00:00:00,4.7
236,James Dubois,2016-09-26,Antarctica,false,73,2016-09-26 10:00:00,2025-02-25 00:00:00,4.04
237,Liam Brown,2018-01-05,Chile,false,89,2018-01-05 05:00:00,2025-05-06 00:00:00,4.75
238,Noah Jones,2018-11-01,Ireland,false,86,2018-11-01 17:00:00,2024-09-15 00:00:00,4.95
239,Emma Murphy,2020-10-23,Fiji,false,81,2020-10-23 14:00:00,2020-10-23 14:00:00,4.06
240,Oliver Müller,2016-12-30,Peru,false,84,2016-12-30 11:00:00,2025-01-21 00:00:00,4.77
241,Isabella Wilson,2016-12-18,Spain,false,85,2016-12-18 06:00:00,2016-12-18 06:00:00,3.26
242,Tina Abbe,2015-12-31,Poland,false,71,2015-12-31 04:00:00,2015-12-31 04:00:00,3.12
243,Amelia Jackson,2022-08-10,Antarctica,false,75,2022-08-10 08:00:00,2024-06-07 00:00:00,3.13
244,Harper Smith,2022-03-29,Mexico,false,74,2022-03-29 04:00:00,2022-03-29 04:00:00,4.76
245,Ava Turner,2019-10-02,New Zealand,false,70,2019-10-02 05:00:00,2019-10-02 05:00:00,4.76
246,Kyle Brown,2021-02-11,Antarctica,false,79,2021-02-11 08:00:00,2021-02-11 08:00:00,3.35
